bacteria,huth,huth_abundance,total_sample_depth,relative_abundance,analysis,sample
Rikenellaceae,hutH,977.6,102591349.10000001,9.529068567439278e-06,MGYA00721633,ERZ650897
Porphyromonadaceae,hutH,984.2,102591349.10000001,9.593401477162172e-06,MGYA00721633,ERZ650897
Bacteroidaceae,hutH,985.7,102591349.10000001,9.608022593008283e-06,MGYA00721633,ERZ650897
Betaproteobacteria,hutH,1046.2,102591349.10000001,1.0197740932134793e-05,MGYA00721633,ERZ650897
Bacteroidaceae,hutH,988.4,102591349.10000001,9.634340601531284e-06,MGYA00721633,ERZ650897
Bacteroidaceae,hutH,249.2,102591349.10000001,2.429054712567377e-06,MGYA00721633,ERZ650897
Bacteroidaceae,hutH,724.5,102591349.10000001,7.06199895367201e-06,MGYA00721633,ERZ650897
Firmicutes,hutH,330.9,102591349.10000001,3.225418155652268e-06,MGYA00721633,ERZ650897
Bacteroidaceae,hutH,659.8,102591349.10000001,6.431341490176386e-06,MGYA00721633,ERZ650897
Bacteroidaceae,hutH,213.8,102591349.10000001,2.0839963785991387e-06,MGYA00721633,ERZ650897
Bacteroidaceae,hutH,560.5,102591349.10000001,5.463423621163784e-06,MGYA00721633,ERZ650897
Porphyromonadaceae,hutH,323.2,102591349.10000001,3.150363094308894e-06,MGYA00721633,ERZ650897
Firmicutes,hutH,223.8,102591349.10000001,2.1814704842398843e-06,MGYA00721633,ERZ650897
Bacteroidaceae,hutH,411.8,102591349.10000001,4.013983670285899e-06,MGYA00721633,ERZ650897
Rikenellaceae,hutH,110.2,102591349.10000001,1.0741646441610153e-06,MGYA00721633,ERZ650897
Blautia,hutH,101.3,102591349.10000001,9.874126901407518e-07,MGYA00721633,ERZ650897
Bacteroidaceae,hutH,207.6,102591349.10000001,2.023562433101876e-06,MGYA00721633,ERZ650897
Blautia,hutH,308.1,102591349.10000001,3.0031771947913684e-06,MGYA00721633,ERZ650897
Lachnoclostridium,hutH,329.3,102591349.10000001,3.209822298749749e-06,MGYA00721633,ERZ650897
Bacteroidaceae,hutH,500.4,84768619.6,5.903127859828922e-06,MGYA00721643,ERZ650895
Rikenellaceae,hutH,349.4,84768619.6,4.121808301807005e-06,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,988.4,84768619.6,1.1659975173171277e-05,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,785.4,84768619.6,9.265221065366977e-06,MGYA00721643,ERZ650895
Betaproteobacteria,hutH,92.4,84768619.6,1.0900260076902327e-06,MGYA00721643,ERZ650895
Rikenellaceae,hutH,740.3,84768619.6,8.733184561613411e-06,MGYA00721643,ERZ650895
Porphyromonadaceae,hutH,125.9,84768619.6,1.4852194195692674e-06,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,319.7,84768619.6,3.7714427993351446e-06,MGYA00721643,ERZ650895
Bacteroidia,hutH,434.9,84768619.6,5.130436263468422e-06,MGYA00721643,ERZ650895
Cytophagia,hutH,104.0,84768619.6,1.226869099564764e-06,MGYA00721643,ERZ650895
Oscillospiraceae,hutH,387.1,84768619.6,4.5665483503992325e-06,MGYA00721643,ERZ650895
Rikenellaceae,hutH,973.4,84768619.6,1.148302289919559e-05,MGYA00721643,ERZ650895
Porphyromonadaceae,hutH,979.2,84768619.6,1.1551444445132856e-05,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,984.2,84768619.6,1.1610428536458085e-05,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,986.1,84768619.6,1.1632842491161671e-05,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,987.3,84768619.6,1.1646998673079725e-05,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,1000.3,84768619.6,1.1800357310525321e-05,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,981.5,84768619.6,1.1578577127142461e-05,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,411.0,84768619.6,4.848492306933827e-06,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,989.2,84768619.6,1.1669412627783314e-05,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,1043.9,84768619.6,1.231469858688132e-05,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,782.7,84768619.6,9.233369656051355e-06,MGYA00721643,ERZ650895
Bacteroidaceae,hutH1,251.9,84768619.6,2.971618520965039e-06,MGYA00721643,ERZ650895
Rikenellaceae,hutH,68.9,84768619.6,8.128007784616562e-07,MGYA00721643,ERZ650895
unclassified Burkholderiales,hutH,329.3,84768619.6,3.884692254679585e-06,MGYA00721643,ERZ650895
Bacteroidaceae,hutH,200.3,62416270.9,3.2090991196976496e-06,MGYA00721657,ERZ650885
Porphyromonadaceae,hutH,174.5,62416270.9,2.7957453638903634e-06,MGYA00721657,ERZ650885
Porphyromonadaceae,hutH,409.8,62416270.9,6.565595702706424e-06,MGYA00721657,ERZ650885
Rikenellaceae,hutH,374.0,62416270.9,5.992027312865306e-06,MGYA00721657,ERZ650885
Bacteroidia,hutH,358.6,62416270.9,5.745296776453206e-06,MGYA00721657,ERZ650885
Porphyromonadaceae,hutH,302.8,62416270.9,4.8512991185444245e-06,MGYA00721657,ERZ650885
Porphyromonadaceae,hutH,150.6,62416270.9,2.4128323885495056e-06,MGYA00721657,ERZ650885
Lachnoclostridium,hutH,869.8,62416270.9,1.3935468868262683e-05,MGYA00721657,ERZ650885
Bacteroidaceae,hutH,1008.4,62416270.9,1.615604369597159e-05,MGYA00721657,ERZ650885
Bacteria,hutH,848.2,62416270.9,1.3589405258749606e-05,MGYA00721657,ERZ650885
Rikenellaceae,hutH,976.5,62416270.9,1.5644959013403668e-05,MGYA00721657,ERZ650885
unclassified Burkholderiales,hutH,1051.6,62416270.9,1.6848170914997743e-05,MGYA00721657,ERZ650885
Betaproteobacteria,hutH,1050.4,62416270.9,1.6828945158913685e-05,MGYA00721657,ERZ650885
Bacteroidaceae,hutH,976.9,62416270.9,1.565136759876502e-05,MGYA00721657,ERZ650885
Bacteroidaceae,hutH,989.6,62416270.9,1.5854840183987986e-05,MGYA00721657,ERZ650885
Bacteroidaceae,hutH,984.2,62416270.9,1.576832428160972e-05,MGYA00721657,ERZ650885
Porphyromonadaceae,hutH,984.2,62416270.9,1.576832428160972e-05,MGYA00721657,ERZ650885
Bacteroidaceae,hutH,984.9,62416270.9,1.5779539305992086e-05,MGYA00721657,ERZ650885
Porphyromonadaceae,hutH,181.0,62416270.9,2.899884876012354e-06,MGYA00721657,ERZ650885
Porphyromonadaceae,hutH,325.5,62416270.9,5.214986337801223e-06,MGYA00721657,ERZ650885
Bacteroidaceae,hutH,402.1,57691467.59999999,6.9698348252801275e-06,MGYA00721661,ERZ650884
Bacteroidaceae,hutH,380.2,57691467.59999999,6.590229297616275e-06,MGYA00721661,ERZ650884
Porphyromonadaceae,hutH,159.1,57691467.59999999,2.7577734909277995e-06,MGYA00721661,ERZ650884
Bacteroidaceae,hutH,988.0,57691467.59999999,1.7125582709218517e-05,MGYA00721661,ERZ650884
Bacteroidaceae,hutH,1026.5,57691467.59999999,1.779292576013442e-05,MGYA00721661,ERZ650884
Bacteroidaceae,hutH,984.2,57691467.59999999,1.705971508341383e-05,MGYA00721661,ERZ650884
Enterobacter,hutH,954.1,57691467.59999999,1.653797415269776e-05,MGYA00721661,ERZ650884
Bacteroidaceae,hutH,988.0,57691467.59999999,1.7125582709218517e-05,MGYA00721661,ERZ650884
Bacteroidaceae,hutH,984.9,57691467.59999999,1.7071848593430483e-05,MGYA00721661,ERZ650884
Bacteroidaceae,hutH,1004.2,57691467.59999999,1.740638679817534e-05,MGYA00721661,ERZ650884
Rahnella,hutH,914.8,57691467.59999999,1.5856764233191394e-05,MGYA00721661,ERZ650884
Bacteroidaceae,hutH,988.4,57691467.59999999,1.7132516143513747e-05,MGYA00721661,ERZ650884
Bacteroidaceae,hutH,986.5,57691467.59999999,1.7099582330611402e-05,MGYA00721661,ERZ650884
Bacteroidaceae,hutH,676.0,57691467.59999999,1.1717503958938985e-05,MGYA00721661,ERZ650884
Bacteroidaceae,hutH,666.8,57691467.59999999,1.155803497014869e-05,MGYA00721661,ERZ650884
Porphyromonadaceae,hutH,966.1,57691467.59999999,1.6745977181554664e-05,MGYA00721661,ERZ650884
Fusobacteria,hutH,679.1,57691467.59999999,1.177123807472702e-05,MGYA00721661,ERZ650884
Porphyromonadaceae,hutH,688.0,57691467.59999999,1.192550698779589e-05,MGYA00721661,ERZ650884
Bacteroidaceae,hutH,380.2,51208554.3,7.424540786147521e-06,MGYA00721678,ERZ650882
Bacteroidaceae,hutH,373.6,51208554.3,7.295656069712556e-06,MGYA00721678,ERZ650882
Sutterellaceae,hutH,122.1,51208554.3,2.38436725404685e-06,MGYA00721678,ERZ650882
Bacteria,hutH,1092.4,51208554.3,2.133237336872055e-05,MGYA00721678,ERZ650882
Bacteroidaceae,hutH,989.2,51208554.3,1.9317085075373824e-05,MGYA00721678,ERZ650882
Bacteroidaceae,hutH,1037.7,51208554.3,2.026419246129743e-05,MGYA00721678,ERZ650882
Porphyromonadaceae,hutH,984.2,51208554.3,1.921944513868067e-05,MGYA00721678,ERZ650882
Bacteroidaceae,hutH,1008.1,51208554.3,1.968616403607395e-05,MGYA00721678,ERZ650882
Bacteroidaceae,hutH1,251.9,51208554.3,4.919100010601159e-06,MGYA00721678,ERZ650882
Bacteroidaceae,hutH,976.9,51208554.3,1.9076890831108663e-05,MGYA00721678,ERZ650882
Bacteroidaceae,hutH,984.9,51208554.3,1.923311472981771e-05,MGYA00721678,ERZ650882
unclassified Burkholderiales,hutH,1065.8,51208554.3,2.081292890551296e-05,MGYA00721678,ERZ650882
Bacteroidaceae,hutH,975.3,51208554.3,1.904564605136685e-05,MGYA00721678,ERZ650882
Bacteroidaceae,hutH,988.4,51208554.3,1.9301462685502918e-05,MGYA00721678,ERZ650882
Betaproteobacteria,hutH,1058.1,51208554.3,2.06625634030055e-05,MGYA00721678,ERZ650882
Bacteroidia,hutH,962.6,51208554.3,1.879764061216624e-05,MGYA00721678,ERZ650882
Rikenellaceae,hutH,964.1,51208554.3,1.8826932593174186e-05,MGYA00721678,ERZ650882
Bacteroidaceae,hutH,987.3,51208554.3,1.9279981899430425e-05,MGYA00721678,ERZ650882
Porphyromonadaceae,hutH,948.0,51208554.3,1.8512531997022225e-05,MGYA00721678,ERZ650882
Bacteroidaceae,hutH,128.3,51208554.3,2.5054407755463625e-06,MGYA00721678,ERZ650882
Porphyromonadaceae,hutH,674.9,51208554.3,1.3179438654842088e-05,MGYA00721678,ERZ650882
Bacteroidaceae,hutH,300.4,68179864.7,4.405992903063065e-06,MGYA00721692,ERZ650878
Bacteroidaceae,hutH,300.8,68179864.7,4.4118597378208054e-06,MGYA00721692,ERZ650878
Lachnoclostridium,hutH,316.2,68179864.7,4.637732875993812e-06,MGYA00721692,ERZ650878
Bacteroidaceae,hutH,1042.3,68179864.7,1.5287504669982133e-05,MGYA00721692,ERZ650878
Rikenellaceae,hutH,975.3,68179864.7,1.430480984806061e-05,MGYA00721692,ERZ650878
Porphyromonadaceae,hutH,206.8,68179864.7,3.033153569751804e-06,MGYA00721692,ERZ650878
Porphyromonadaceae,hutH,802.0,68179864.7,1.1763003689269568e-05,MGYA00721692,ERZ650878
Porphyromonadaceae,hutH,984.2,68179864.7,1.4435346921420336e-05,MGYA00721692,ERZ650878
unclassified Burkholderiales,hutH,1063.9,68179864.7,1.560431374690012e-05,MGYA00721692,ERZ650878
Bacteria,hutH,848.2,68179864.7,1.2440623103788589e-05,MGYA00721692,ERZ650878
Bacteroidaceae,hutH,988.0,68179864.7,1.4491081851618869e-05,MGYA00721692,ERZ650878
Bacteroidaceae,hutH,986.5,68179864.7,1.4469081221277342e-05,MGYA00721692,ERZ650878
Bacteroidaceae,hutH,984.2,68179864.7,1.4435346921420336e-05,MGYA00721692,ERZ650878
Bacteroidaceae,hutH,212.2,68179864.7,3.1123558389812993e-06,MGYA00721692,ERZ650878
Betaproteobacteria,hutH,1049.7,68179864.7,1.5396041113000333e-05,MGYA00721692,ERZ650878
Bacteroidaceae,hutH,999.6,68179864.7,1.4661220059593341e-05,MGYA00721692,ERZ650878
Rikenellaceae,hutH,888.3,68179864.7,1.3028773288252065e-05,MGYA00721692,ERZ650878
Bacteroidaceae,hutH,979.9,68179864.7,1.4372278447774624e-05,MGYA00721692,ERZ650878
Bacteroidaceae,hutH,809.3,68179864.7,1.187007342359833e-05,MGYA00721692,ERZ650878
Bacteroidaceae,hutH,724.2,68179864.7,1.0621904328889055e-05,MGYA00721692,ERZ650878
Bacteroidaceae,hutH,231.1,68179864.7,3.389563781284535e-06,MGYA00721692,ERZ650878
Bacteroidaceae,hutH,519.6,68179864.7,7.621018350304823e-06,MGYA00721692,ERZ650878
Paenibacillaceae,hutH,495.7,71434455.30000001,6.939228386613034e-06,MGYA00721706,ERZ650874
Eubacteriaceae,hutH,607.1,71434455.30000001,8.498699926392522e-06,MGYA00721706,ERZ650874
Firmicutes,hutH,353.2,71434455.30000001,4.944392709606059e-06,MGYA00721706,ERZ650874
Firmicutes,hutH,630.2,71434455.30000001,8.822073288770495e-06,MGYA00721706,ERZ650874
Peptostreptococcaceae,hutH,191.0,71434455.30000001,2.6737797495321555e-06,MGYA00721706,ERZ650874
Porphyromonadaceae,hutH,537.0,71434455.30000001,7.517380761773652e-06,MGYA00721706,ERZ650874
unclassified Burkholderiales,hutH,749.6,71434455.30000001,1.0493535603399496e-05,MGYA00721706,ERZ650874
Clostridiaceae,hutH,245.0,71434455.30000001,3.4297174797663776e-06,MGYA00721706,ERZ650874
Bacteroidia,hutH,257.7,71434455.30000001,3.6075028348399815e-06,MGYA00721706,ERZ650874
Bacteria,hutH,225.7,71434455.30000001,3.159539735441924e-06,MGYA00721706,ERZ650874
unclassified Burkholderiales,hutH,151.4,71434455.30000001,2.1194254140270594e-06,MGYA00721706,ERZ650874
Porphyromonadaceae,hutH,571.6,71434455.30000001,8.001740862997802e-06,MGYA00721706,ERZ650874
Firmicutes,hutH,297.4,71434455.30000001,4.163257055030697e-06,MGYA00721706,ERZ650874
Bacteroidia,hutH,291.6,71434455.30000001,4.082063743264799e-06,MGYA00721706,ERZ650874
Bacteria,hutH,438.7,71434455.30000001,6.1412941158102445e-06,MGYA00721706,ERZ650874
unclassified Burkholderiales,hutH,143.7,71434455.30000001,2.0116342932344017e-06,MGYA00721706,ERZ650874
Rikenellaceae,hutH,699.1,71434455.30000001,9.786593837161938e-06,MGYA00721706,ERZ650874
Bacteroidia,hutH,756.5,71434455.30000001,1.0590127646707203e-05,MGYA00721706,ERZ650874
Rikenellaceae,hutH,977.6,71434455.30000001,1.3685272686610656e-05,MGYA00721706,ERZ650874
Bacteroidaceae,hutH,1042.0,71434455.30000001,1.4586798424149246e-05,MGYA00721706,ERZ650874
Bacteroidaceae,hutH,231.1,71434455.30000001,3.2351335084653465e-06,MGYA00721706,ERZ650874
Bacteroidaceae,hutH,519.6,71434455.30000001,7.273800826475959e-06,MGYA00721706,ERZ650874
Bacteroidaceae,hutH,987.6,71434455.30000001,1.382526115517255e-05,MGYA00721706,ERZ650874
Bacteroidaceae,hutH,984.2,71434455.30000001,1.3777665075861507e-05,MGYA00721706,ERZ650874
Bacteroidaceae,hutH,988.4,71434455.30000001,1.38364602326575e-05,MGYA00721706,ERZ650874
Oscillospiraceae,hutH,825.5,71434455.30000001,1.1556048079784265e-05,MGYA00721706,ERZ650874
Rikenellaceae,hutH,889.8,71434455.30000001,1.2456173932637235e-05,MGYA00721706,ERZ650874
Bacteroidaceae,hutH,986.1,71434455.30000001,1.3804262884888266e-05,MGYA00721706,ERZ650874
Clostridiaceae,hutH,365.5,71434455.30000001,5.116578525937188e-06,MGYA00721706,ERZ650874
Porphyromonadaceae,hutH,978.8,71434455.30000001,1.3702071302838083e-05,MGYA00721706,ERZ650874
Oscillospiraceae,hutH,1012.3,71434455.30000001,1.4171032672520424e-05,MGYA00721706,ERZ650874
Bacteroidaceae,hutH,453.4,71434455.30000001,6.347077164596227e-06,MGYA00721706,ERZ650874
Bacteroidaceae,hutH,537.3,71434455.30000001,7.521580415830508e-06,MGYA00721706,ERZ650874
Ruminococcaceae,hutH,144.8,71434455.30000001,2.02703302477621e-06,MGYA00721706,ERZ650874
Oscillospiraceae,hutH,669.8,71434455.30000001,9.37642762427559e-06,MGYA00721706,ERZ650874
Porphyromonadaceae,hutH,978.4,71434455.30000001,1.3696471764095607e-05,MGYA00721706,ERZ650874
Lachnoclostridium,hutH,1017.3,96232856.10000002,1.0571233581001445e-05,MGYA00721718,ERZ650871
Clostridia,hutH,1007.7,96232856.10000002,1.047147555251662e-05,MGYA00721718,ERZ650871
Bacteroidaceae,hutH,786.6,96232856.10000002,8.173923458975461e-06,MGYA00721718,ERZ650871
Bacteroidaceae,hutH,781.2,96232856.10000002,8.117809567952747e-06,MGYA00721718,ERZ650871
Clostridia,hutH_2,1000.7,96232856.10000002,1.03987353234131e-05,MGYA00721718,ERZ650871
Synergistetes,hutH,984.9,96232856.10000002,1.0234550234865155e-05,MGYA00721718,ERZ650871
Bacteroidaceae,hutH,298.5,96232856.10000002,3.10185119820007e-06,MGYA00721718,ERZ650871
Bacteroidia,hutH,344.0,96232856.10000002,3.574662687372945e-06,MGYA00721718,ERZ650871
Synergistetes,hutH,908.7,96232856.10000002,9.442720883766847e-06,MGYA00721718,ERZ650871
Bacteroidaceae,hutH,984.9,96232856.10000002,1.0234550234865155e-05,MGYA00721718,ERZ650871
Synergistetes,hutH1,368.2,96232856.10000002,3.826136050845112e-06,MGYA00721718,ERZ650871
Synergistetes,hutH1,239.2,96232856.10000002,2.485637543080257e-06,MGYA00721718,ERZ650871
Bacteroidaceae,hutH,230.7,96232856.10000002,2.3973101220259836e-06,MGYA00721718,ERZ650871
Synergistetes,hutH,934.9,96232856.10000002,9.714977169840018e-06,MGYA00721718,ERZ650871
Gammaproteobacteria,hutH,723.0,96232856.10000002,7.513026520263486e-06,MGYA00721718,ERZ650871
Synergistetes,hutH1,582.0,96232856.10000002,6.047830476892599e-06,MGYA00721718,ERZ650871
Synergistetes,hutH,273.1,96232856.10000002,2.8379080811673004e-06,MGYA00721718,ERZ650871
Synergistetes,hutH,234.6,96232856.10000002,2.4378368210979444e-06,MGYA00721718,ERZ650871
Bacteroidia,hutH,179.9,96232856.10000002,1.8694238879604443e-06,MGYA00721718,ERZ650871
Porphyromonadaceae,hutH,741.1,96232856.10000002,7.701111969802587e-06,MGYA00721718,ERZ650871
Porphyromonadaceae,hutH,537.0,96232856.10000002,5.580214718369975e-06,MGYA00721718,ERZ650871
Synergistetes,hutH1,148.7,96232856.10000002,1.5452102953847584e-06,MGYA00721718,ERZ650871
Rikenellaceae,hutH,162.2,96232856.10000002,1.6854950229415455e-06,MGYA00721718,ERZ650871
Porphyromonadaceae,hutH,327.4,96232856.10000002,3.4021644297845993e-06,MGYA00721718,ERZ650871
Escherichia,hutH,213.8,96232856.10000002,2.2216944260474874e-06,MGYA00721718,ERZ650871
Synergistetes,hutH1,458.8,96232856.10000002,4.767602444670661e-06,MGYA00721718,ERZ650871
Bacteroidia,hutH,959.5,96232856.10000002,9.970607117832386e-06,MGYA00721718,ERZ650871
Rikenellaceae,hutH,975.3,96232856.10000002,1.013479220638033e-05,MGYA00721718,ERZ650871
Enterobacter,hutH,959.9,96232856.10000002,9.974763702352586e-06,MGYA00721718,ERZ650871
Porphyromonadaceae,hutH,979.9,96232856.10000002,1.0182592928362641e-05,MGYA00721718,ERZ650871
Bacteroidia,hutH,832.8,96232856.10000002,8.654008971058687e-06,MGYA00721718,ERZ650871
Rikenellaceae,hutH,973.8,96232856.10000002,1.0119205014429576e-05,MGYA00721718,ERZ650871
Bacteroidia,hutH,808.5,96232856.10000002,8.401496461456472e-06,MGYA00721718,ERZ650871
Bacteroidaceae,hutH,987.3,96232856.10000002,1.0259489741986363e-05,MGYA00721718,ERZ650871
Bacteroidaceae,hutH,984.2,96232856.10000002,1.0227276211954805e-05,MGYA00721718,ERZ650871
Rikenellaceae,hutH,961.8,96232856.10000002,9.994507478823542e-06,MGYA00721718,ERZ650871
Oscillospiraceae,hutH,979.9,96232856.10000002,1.0182592928362641e-05,MGYA00721718,ERZ650871
Bacteroidaceae,hutH,979.9,96232856.10000002,1.0182592928362641e-05,MGYA00721718,ERZ650871
Porphyromonadaceae,hutH,984.2,96232856.10000002,1.0227276211954805e-05,MGYA00721718,ERZ650871
Clostridia,hutH,971.1,96232856.10000002,1.0091148068918218e-05,MGYA00721718,ERZ650871
Bacteroidaceae,hutH,989.6,96232856.10000002,1.0283390102977519e-05,MGYA00721718,ERZ650871
Bacteroidaceae,hutH1,248.1,96232856.10000002,2.5781215486547317e-06,MGYA00721718,ERZ650871
Lachnoclostridium,hutH,988.0,96232856.10000002,1.0266763764896715e-05,MGYA00721718,ERZ650871
Bacteroidaceae,hutH,987.3,96232856.10000002,1.0259489741986363e-05,MGYA00721718,ERZ650871
Bacteroidaceae,hutH,984.2,96232856.10000002,1.0227276211954805e-05,MGYA00721718,ERZ650871
Lachnoclostridium,hutH,874.8,96232856.10000002,9.090450345679803e-06,MGYA00721718,ERZ650871
Bacteroidaceae,hutH,471.1,96232856.10000002,4.8954174186668445e-06,MGYA00721718,ERZ650871
Porphyromonadaceae,hutH,182.2,96232856.10000002,1.8933242489516005e-06,MGYA00721718,ERZ650871
Gammaproteobacteria,hutH1,402.1,96232856.10000002,4.178406588932155e-06,MGYA00721718,ERZ650871
Synergistetes,hutH,350.1,96232856.10000002,3.638050601306012e-06,MGYA00721718,ERZ650871
Synergistetes,hutH1,80.1,96232856.10000002,8.3235605017027e-07,MGYA00721718,ERZ650871
Bacteria,hutH,136.0,96232856.10000002,1.4132387368683737e-06,MGYA00721718,ERZ650871
Rikenellaceae,hutH,696.4,87833670.00000001,7.928622360878236e-06,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,521.2,87833670.00000001,5.933943099497038e-06,MGYA00721736,ERZ650865
Bacteria,hutH,1096.3,87833670.00000001,1.2481546085914431e-05,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,1041.2,87833670.00000001,1.1854224012272286e-05,MGYA00721736,ERZ650865
Oscillospiraceae,hutH,593.2,87833670.00000001,6.753674302804379e-06,MGYA00721736,ERZ650865
Betaproteobacteria,hutH,1058.1,87833670.00000001,1.204663314193748e-05,MGYA00721736,ERZ650865
Bacteroidia,hutH,886.7,87833670.00000001,1.0095217471841947e-05,MGYA00721736,ERZ650865
Oscillospiraceae,hutH,1013.4,87833670.00000001,1.153771668655084e-05,MGYA00721736,ERZ650865
unclassified Burkholderiales,hutH,1065.8,87833670.00000001,1.213429884006896e-05,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,989.2,87833670.00000001,1.1262195920994761e-05,MGYA00721736,ERZ650865
Bacteroidia,hutH,914.1,87833670.00000001,1.0407170735322797e-05,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,990.3,87833670.00000001,1.12747195921564e-05,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,537.7,87833670.00000001,6.121798166921637e-06,MGYA00721736,ERZ650865
Porphyromonadaceae,hutH,984.2,87833670.00000001,1.1205270142987307e-05,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,672.5,87833670.00000001,7.656517142002604e-06,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,572.0,87833670.00000001,6.512309004052773e-06,MGYA00721736,ERZ650865
Porphyromonadaceae,hutH,968.8,87833670.00000001,1.1029938746724346e-05,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,330.5,87833670.00000001,3.7627939262927295e-06,MGYA00721736,ERZ650865
Porphyromonadaceae,hutH,389.0,87833670.00000001,4.428825528979945e-06,MGYA00721736,ERZ650865
Porphyromonadaceae,hutH,385.2,87833670.00000001,4.385561937694279e-06,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,381.3,87833670.00000001,4.3411598308484655e-06,MGYA00721736,ERZ650865
Porphyromonadaceae,hutH,362.1,87833670.00000001,4.122564843299841e-06,MGYA00721736,ERZ650865
Ruminococcaceae,hutH,806.6,103694359.8,7.778629440942843e-06,MGYA00721738,ERZ650863
Bacteroidaceae,hutH1,252.7,103694359.8,2.4369695756586367e-06,MGYA00721738,ERZ650863
Enterobacter,hutH,954.9,103694359.8,9.208794015814928e-06,MGYA00721738,ERZ650863
Porphyromonadaceae,hutH,984.2,103694359.8,9.491355189407323e-06,MGYA00721738,ERZ650863
Blautia,hutH,159.8,103694359.8,1.5410674245755845e-06,MGYA00721738,ERZ650863
Lachnoclostridium,hutH,647.9,103694359.8,6.2481701150345495e-06,MGYA00721738,ERZ650863
Betaproteobacteria,hutH,659.8,103694359.8,6.362930455162518e-06,MGYA00721738,ERZ650863
