bacteria,huth,analysis,sample
Betaproteobacteria,hutH,MGYA00721736,ERZ650865
Bacteroidia,hutH,MGYA00721736,ERZ650865
Oscillospiraceae,hutH,MGYA00721736,ERZ650865
unclassified Burkholderiales,hutH,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,MGYA00721736,ERZ650865
Bacteroidia,hutH,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,MGYA00721736,ERZ650865
Porphyromonadaceae,hutH,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,MGYA00721736,ERZ650865
Porphyromonadaceae,hutH,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,MGYA00721736,ERZ650865
Porphyromonadaceae,hutH,MGYA00721736,ERZ650865
Porphyromonadaceae,hutH,MGYA00721736,ERZ650865
Bacteroidaceae,hutH,MGYA00721736,ERZ650865
Porphyromonadaceae,hutH,MGYA00721736,ERZ650865
Ruminococcaceae,hutH,MGYA00721738,ERZ650863
Bacteroidaceae,hutH1,MGYA00721738,ERZ650863
Enterobacter,hutH,MGYA00721738,ERZ650863
Porphyromonadaceae,hutH,MGYA00721738,ERZ650863
Blautia,hutH,MGYA00721738,ERZ650863
Lachnoclostridium,hutH,MGYA00721738,ERZ650863
Betaproteobacteria,hutH,MGYA00721738,ERZ650863
Sutterellaceae,hutH,MGYA00721738,ERZ650863
Rikenellaceae,hutH,MGYA00721738,ERZ650863
Bacteroidaceae,hutH,MGYA00721738,ERZ650863
Rikenellaceae,hutH,MGYA00721738,ERZ650863
Bacteroidaceae,hutH,MGYA00721738,ERZ650863
Bacteria,hutH,MGYA00721738,ERZ650863
Rikenellaceae,hutH,MGYA00721738,ERZ650863
Porphyromonadaceae,hutH,MGYA00721738,ERZ650863
Bacteroidaceae,hutH,MGYA00721738,ERZ650863
Oscillospiraceae,hutH,MGYA00721738,ERZ650863
Bacteroidaceae,hutH,MGYA00721738,ERZ650863
Bacteroidaceae,hutH,MGYA00721738,ERZ650863
Firmicutes,hutH,MGYA00721738,ERZ650863
Bacteroidaceae,hutH,MGYA00721738,ERZ650863
Bacteroidaceae,hutH,MGYA00721738,ERZ650863
Porphyromonadaceae,hutH,MGYA00721738,ERZ650863
Bacteroidaceae,hutH,MGYA00721738,ERZ650863
Oscillospiraceae,hutH,MGYA00721738,ERZ650863
Porphyromonadaceae,hutH,MGYA00721738,ERZ650863
Blautia,hutH,MGYA00721738,ERZ650863
Bacteroidaceae,hutH,MGYA00721738,ERZ650863
Bacteroidia,hutH,MGYA00721738,ERZ650863
Lachnoclostridium,hutH,MGYA00721738,ERZ650863
Rikenellaceae,hutH,MGYA00721738,ERZ650863
Blautia,hutH,MGYA00721738,ERZ650863
Porphyromonadaceae,hutH,MGYA00721738,ERZ650863
Porphyromonadaceae,hutH,MGYA00721740,ERZ650862
Bacteria,hutH,MGYA00721740,ERZ650862
Negativicutes,hutH,MGYA00721740,ERZ650862
Bacteroidaceae,hutH,MGYA00721740,ERZ650862
Bacteroidaceae,hutH,MGYA00721740,ERZ650862
Bacteroidaceae,hutH,MGYA00721740,ERZ650862
Bacteroidaceae,hutH1,MGYA00721740,ERZ650862
Fusobacteria,hutH,MGYA00721740,ERZ650862
Porphyromonadaceae,hutH,MGYA00721740,ERZ650862
Bacteroidaceae,hutH,MGYA00721740,ERZ650862
Bacteroidaceae,hutH,MGYA00721740,ERZ650862
Escherichia,hutH,MGYA00721740,ERZ650862
Bacteroidaceae,hutH,MGYA00721740,ERZ650862
Porphyromonadaceae,hutH,MGYA00721740,ERZ650862
Blautia,hutH,MGYA00721740,ERZ650862
Porphyromonadaceae,hutH,MGYA00721740,ERZ650862
Sutterellaceae,hutH,MGYA00721740,ERZ650862
Rikenellaceae,hutH,MGYA00721746,ERZ650820
Bacteroidaceae,hutH,MGYA00721746,ERZ650820
Bacteroidaceae,hutH,MGYA00721746,ERZ650820
Bacteroidaceae,hutH,MGYA00721746,ERZ650820
Bacteroidaceae,hutH,MGYA00721746,ERZ650820
Porphyromonadaceae,hutH,MGYA00721746,ERZ650820
Porphyromonadaceae,hutH,MGYA00721746,ERZ650820
Lachnoclostridium,hutH,MGYA00721746,ERZ650820
Bacteroidaceae,hutH,MGYA00721746,ERZ650820
Bacteroidaceae,hutH,MGYA00721746,ERZ650820
Fusobacteria,hutH,MGYA00721746,ERZ650820
Bacteroidaceae,hutH,MGYA00721746,ERZ650820
Blautia,hutH,MGYA00721746,ERZ650820
Bacteroidaceae,hutH,MGYA00721746,ERZ650820
Bacteroidaceae,hutH,MGYA00721746,ERZ650820
Bacteroidaceae,hutH,MGYA00721746,ERZ650820
Bacteroidaceae,hutH,MGYA00721746,ERZ650820
Fusobacteria,hutH,MGYA00721746,ERZ650820
Porphyromonadaceae,hutH,MGYA00721748,ERZ650782
Porphyromonadaceae,hutH,MGYA00721748,ERZ650782
Rikenellaceae,hutH,MGYA00721748,ERZ650782
Betaproteobacteria,hutH,MGYA00721748,ERZ650782
Bacteroidaceae,hutH,MGYA00721748,ERZ650782
Porphyromonadaceae,hutH,MGYA00721748,ERZ650782
Bacteroidaceae,hutH,MGYA00721748,ERZ650782
Bacteroidaceae,hutH,MGYA00721748,ERZ650782
Oscillospiraceae,hutH,MGYA00721748,ERZ650782
Lachnoclostridium,hutH,MGYA00721748,ERZ650782
Firmicutes,hutH,MGYA00721748,ERZ650782
Firmicutes,hutH,MGYA00721748,ERZ650782
Bacteroidaceae,hutH,MGYA00721748,ERZ650782
Bacteroidaceae,hutH,MGYA00721748,ERZ650782
Synergistetes,hutH,MGYA00721748,ERZ650782
Bacteroidaceae,hutH,MGYA00721748,ERZ650782
Bacteroidaceae,hutH,MGYA00721748,ERZ650782
unclassified Burkholderiales,hutH,MGYA00721748,ERZ650782
Bacillus,hutH,MGYA00721748,ERZ650782
Bacteroidaceae,hutH,MGYA00721748,ERZ650782
Bacteroidaceae,hutH,MGYA00721748,ERZ650782
Bacteroidaceae,hutH,MGYA00721748,ERZ650782
Porphyromonadaceae,hutH,MGYA00721748,ERZ650782
Bacteria,hutH,MGYA00721748,ERZ650782
Eubacteriaceae,hutH,MGYA00721748,ERZ650782
Betaproteobacteria,hutH,MGYA00721748,ERZ650782
Oscillospiraceae,hutH,MGYA00721748,ERZ650782
Bacteroidaceae,hutH,MGYA00721748,ERZ650782
Porphyromonadaceae,hutH,MGYA00721748,ERZ650782
Porphyromonadaceae,hutH,MGYA00721748,ERZ650782
Clostridiales incertae sedis,hutH,MGYA00721748,ERZ650782
Bifidobacteriales,hutH,MGYA00721748,ERZ650782
Shewanellaceae,hutH,MGYA00721750,ERZ650857
Bacteroidaceae,hutH,MGYA00721750,ERZ650857
Porphyromonadaceae,hutH,MGYA00721750,ERZ650857
Bacillus,hutH,MGYA00721750,ERZ650857
Bacteroidaceae,hutH,MGYA00721750,ERZ650857
Bacteria,hutH,MGYA00721750,ERZ650857
Bacteroidaceae,hutH,MGYA00721750,ERZ650857
Porphyromonadaceae,hutH,MGYA00721750,ERZ650857
Sutterellaceae,hutH,MGYA00721750,ERZ650857
Clostridiales incertae sedis,hutH,MGYA00721750,ERZ650857
Bacteroidaceae,hutH,MGYA00721750,ERZ650857
Firmicutes,hutH,MGYA00721750,ERZ650857
Firmicutes,hutH,MGYA00721750,ERZ650857
Synergistetes,hutH,MGYA00721750,ERZ650857
Oscillospiraceae,hutH,MGYA00721750,ERZ650857
Oscillospiraceae,hutH,MGYA00721750,ERZ650857
Porphyromonadaceae,hutH,MGYA00721750,ERZ650857
Bacteroidaceae,hutH,MGYA00721750,ERZ650857
Rikenellaceae,hutH,MGYA00721750,ERZ650857
Bacteroidaceae,hutH,MGYA00721750,ERZ650857
Rikenellaceae,hutH,MGYA00721750,ERZ650857
Bacteroidaceae,hutH,MGYA00721750,ERZ650857
Ruminococcaceae,hutH,MGYA00721750,ERZ650857
Bacteroidaceae,hutH,MGYA00721750,ERZ650857
Bacteroidia,hutH,MGYA00721750,ERZ650857
Bacteroidaceae,hutH,MGYA00721750,ERZ650857
Bacteroidaceae,hutH,MGYA00721750,ERZ650857
Alloprevotella,hutH,MGYA00721750,ERZ650857
Bacteroidaceae,hutH,MGYA00721750,ERZ650857
Lachnoclostridium,hutH,MGYA00721750,ERZ650857
Rikenellaceae,hutH,MGYA00721753,ERZ650854
Oscillospiraceae,hutH,MGYA00721753,ERZ650854
Porphyromonadaceae,hutH,MGYA00721753,ERZ650854
Bacteroidia,hutH,MGYA00721753,ERZ650854
Rikenellaceae,hutH,MGYA00721753,ERZ650854
Paenibacillaceae,hutH,MGYA00721753,ERZ650854
Porphyromonadaceae,hutH,MGYA00721753,ERZ650854
Firmicutes,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Clostridiales incertae sedis,hutH,MGYA00721753,ERZ650854
Clostridiaceae,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Bacillus,hutH,MGYA00721753,ERZ650854
Rikenellaceae,hutH,MGYA00721753,ERZ650854
Clostridiales incertae sedis,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Eubacteriaceae,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Oscillospiraceae,hutH,MGYA00721753,ERZ650854
Porphyromonadaceae,hutH,MGYA00721753,ERZ650854
Oscillospiraceae,hutH,MGYA00721753,ERZ650854
Rikenellaceae,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Clostridiales incertae sedis,hutH,MGYA00721753,ERZ650854
Oscillospiraceae,hutH,MGYA00721753,ERZ650854
Oscillospiraceae,hutH,MGYA00721753,ERZ650854
Rikenellaceae,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Porphyromonadaceae,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Bacteroidia,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Bacteroidia,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
unclassified Burkholderiales,hutH,MGYA00721753,ERZ650854
unclassified Burkholderiales,hutH,MGYA00721753,ERZ650854
Oscillospiraceae,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Oscillospiraceae,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721753,ERZ650854
Bacteroidaceae,hutH,MGYA00721754,ERZ650853
Bacteroidaceae,hutH,MGYA00721754,ERZ650853
Peptostreptococcaceae,hutH,MGYA00721754,ERZ650853
Rahnella,hutH,MGYA00721754,ERZ650853
Porphyromonadaceae,hutH,MGYA00721754,ERZ650853
Blautia,hutH,MGYA00721754,ERZ650853
Lachnoclostridium,hutH,MGYA00721754,ERZ650853
Peptostreptococcaceae,hutH,MGYA00721754,ERZ650853
Clostridia,hutH,MGYA00721754,ERZ650853
Sutterellaceae,hutH,MGYA00721754,ERZ650853
Blautia,hutH,MGYA00721754,ERZ650853
Bacteroidaceae,hutH,MGYA00721754,ERZ650853
Bacteroidaceae,hutH,MGYA00721754,ERZ650853
Bacteroidaceae,hutH,MGYA00721754,ERZ650853
Blautia,hutH,MGYA00721754,ERZ650853
Bacteroidaceae,hutH,MGYA00721754,ERZ650853
Enterobacter,hutH,MGYA00721754,ERZ650853
Bacteroidaceae,hutH,MGYA00721754,ERZ650853
Bacteroidaceae,hutH,MGYA00721754,ERZ650853
Bacteroidaceae,hutH,MGYA00721754,ERZ650853
Peptostreptococcaceae,hutH,MGYA00721754,ERZ650853
Bacteroidaceae,hutH,MGYA00721754,ERZ650853
Ruminococcaceae,hutH,MGYA00721754,ERZ650853
Porphyromonadaceae,hutH,MGYA00721754,ERZ650853
Firmicutes,hutH,MGYA00721754,ERZ650853
Rikenellaceae,hutH,MGYA00721754,ERZ650853
Porphyromonadaceae,hutH,MGYA00721754,ERZ650853
Bacteroidaceae,hutH,MGYA00721754,ERZ650853
Oscillospiraceae,hutH,MGYA00721762,ERZ650856
Betaproteobacteria,hutH,MGYA00721762,ERZ650856
Firmicutes,hutH,MGYA00721762,ERZ650856
Rikenellaceae,hutH,MGYA00721762,ERZ650856
Firmicutes,hutH,MGYA00721762,ERZ650856
Bacteroidaceae,hutH,MGYA00721762,ERZ650856
Bacteroidaceae,hutH,MGYA00721762,ERZ650856
Porphyromonadaceae,hutH,MGYA00721762,ERZ650856
Betaproteobacteria,hutH,MGYA00721762,ERZ650856
Rikenellaceae,hutH,MGYA00721762,ERZ650856
Clostridia,hutH,MGYA00721762,ERZ650856
Lachnoclostridium,hutH,MGYA00721762,ERZ650856
Blautia,hutH,MGYA00721762,ERZ650856
Bacteroidaceae,hutH,MGYA00721762,ERZ650856
Firmicutes,hutH,MGYA00721762,ERZ650856
Bacteroidaceae,hutH,MGYA00721762,ERZ650856
Bacteroidaceae,hutH,MGYA00721762,ERZ650856
Bacteroidaceae,hutH,MGYA00721762,ERZ650856
Bacteroidaceae,hutH,MGYA00721762,ERZ650856
Bacteroidaceae,hutH,MGYA00721762,ERZ650856
Bacteroidaceae,hutH1,MGYA00721762,ERZ650856
Bacteroidaceae,hutH,MGYA00721762,ERZ650856
Porphyromonadaceae,hutH,MGYA00721762,ERZ650856
Synergistetes,hutH,MGYA00721762,ERZ650856
Firmicutes,hutH,MGYA00721762,ERZ650856
unclassified Burkholderiales,hutH,MGYA00721762,ERZ650856
Oscillospiraceae,hutH,MGYA00721762,ERZ650856
Bacteroidia,hutH,MGYA00721765,ERZ650855
Rikenellaceae,hutH,MGYA00721765,ERZ650855
Porphyromonadaceae,hutH,MGYA00721765,ERZ650855
Oscillospiraceae,hutH,MGYA00721765,ERZ650855
Rikenellaceae,hutH,MGYA00721765,ERZ650855
Rikenellaceae,hutH,MGYA00721765,ERZ650855
Bacteroidaceae,hutH,MGYA00721765,ERZ650855
Bacteroidaceae,hutH,MGYA00721765,ERZ650855
Sutterellaceae,hutH,MGYA00721765,ERZ650855
Bacteroidaceae,hutH,MGYA00721765,ERZ650855
Oscillospiraceae,hutH,MGYA00721765,ERZ650855
Bacteroidaceae,hutH,MGYA00721765,ERZ650855
Oscillospiraceae,hutH,MGYA00721765,ERZ650855
Bacteroidaceae,hutH,MGYA00721765,ERZ650855
Bacteroidaceae,hutH,MGYA00721765,ERZ650855
Synergistetes,hutH,MGYA00721765,ERZ650855
Bacteroidaceae,hutH1,MGYA00721765,ERZ650855
Bacteroidaceae,hutH,MGYA00721765,ERZ650855
Porphyromonadaceae,hutH,MGYA00721765,ERZ650855
Bacteroidaceae,hutH,MGYA00721765,ERZ650855
Firmicutes,hutH,MGYA00721765,ERZ650855
Firmicutes,hutH,MGYA00721765,ERZ650855
Rikenellaceae,hutH,MGYA00721765,ERZ650855
Porphyromonadaceae,hutH,MGYA00721765,ERZ650855
Bacteroidaceae,hutH,MGYA00721765,ERZ650855
Bacteroidia,hutH,MGYA00721765,ERZ650855
Bacteroidaceae,hutH,MGYA00721770,ERZ650850
Bacteroidaceae,hutH,MGYA00721770,ERZ650850
Bacteroidaceae,hutH,MGYA00721770,ERZ650850
Bifidobacteriales,hutH,MGYA00721770,ERZ650850
Bacteroidaceae,hutH,MGYA00721770,ERZ650850
Sutterellaceae,hutH,MGYA00721770,ERZ650850
Bacteroidaceae,hutH,MGYA00721770,ERZ650850
Porphyromonadaceae,hutH,MGYA00721770,ERZ650850
Oscillospiraceae,hutH,MGYA00721770,ERZ650850
Bacteroidaceae,hutH,MGYA00721770,ERZ650850
Gammaproteobacteria,hutH,MGYA00721771,ERZ650831
Gammaproteobacteria,hutH1,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Oscillospiraceae,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Oscillospiraceae,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Lachnoclostridium,hutH,MGYA00721771,ERZ650831
Rikenellaceae,hutH,MGYA00721771,ERZ650831
Oscillospiraceae,hutH,MGYA00721771,ERZ650831
Gammaproteobacteria,hutH1,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Rikenellaceae,hutH,MGYA00721771,ERZ650831
Bacteroidia,hutH,MGYA00721771,ERZ650831
Clostridiales incertae sedis,hutH,MGYA00721771,ERZ650831
Synergistetes,hutH,MGYA00721771,ERZ650831
Bifidobacteriales,hutH,MGYA00721771,ERZ650831
Eubacteriaceae,hutH,MGYA00721771,ERZ650831
Porphyromonadaceae,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Oscillospiraceae,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Oscillospiraceae,hutH,MGYA00721771,ERZ650831
Rikenellaceae,hutH,MGYA00721771,ERZ650831
Gammaproteobacteria,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721771,ERZ650831
Oscillospiraceae,hutH,MGYA00721771,ERZ650831
Enterobacter,hutH,MGYA00721771,ERZ650831
Enterobacter,hutH,MGYA00721771,ERZ650831
Bacteroidaceae,hutH,MGYA00721773,ERZ650809
Porphyromonadaceae,hutH,MGYA00721773,ERZ650809
Porphyromonadaceae,hutH,MGYA00721773,ERZ650809
Bacteroidaceae,hutH,MGYA00721773,ERZ650809
Bacteroidaceae,hutH,MGYA00721773,ERZ650809
Bacteroidaceae,hutH,MGYA00721773,ERZ650809
Bacteroidaceae,hutH,MGYA00721773,ERZ650809
Peptostreptococcaceae,hutH,MGYA00721773,ERZ650809
Porphyromonadaceae,hutH,MGYA00721773,ERZ650809
Porphyromonadaceae,hutH,MGYA00721773,ERZ650809
Bacteroidaceae,hutH,MGYA00721773,ERZ650809
Rikenellaceae,hutH,MGYA00721773,ERZ650809
Eubacteriaceae,hutH,MGYA00721773,ERZ650809
unclassified Burkholderiales,hutH,MGYA00721773,ERZ650809
Bacteria,hutH,MGYA00721773,ERZ650809
Betaproteobacteria,hutH,MGYA00721773,ERZ650809
Rikenellaceae,hutH,MGYA00721773,ERZ650809
Bacteroidaceae,hutH,MGYA00721773,ERZ650809
Clostridiaceae,hutH,MGYA00721773,ERZ650809
Oscillospiraceae,hutH,MGYA00721773,ERZ650809
Oscillospiraceae,hutH,MGYA00721773,ERZ650809
Bacteroidaceae,hutH,MGYA00721773,ERZ650809
Bacteroidaceae,hutH,MGYA00721773,ERZ650809
Bacteroidaceae,hutH,MGYA00721773,ERZ650809
Porphyromonadaceae,hutH,MGYA00721773,ERZ650809
Bacteroidaceae,hutH,MGYA00721773,ERZ650809
Porphyromonadaceae,hutH,MGYA00721773,ERZ650809
Oscillospiraceae,hutH,MGYA00721774,ERZ650808
Oscillospiraceae,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Porphyromonadaceae,hutH,MGYA00721774,ERZ650808
Porphyromonadaceae,hutH,MGYA00721774,ERZ650808
unclassified Burkholderiales,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Porphyromonadaceae,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Porphyromonadaceae,hutH,MGYA00721774,ERZ650808
Rikenellaceae,hutH,MGYA00721774,ERZ650808
Bacteroidia,hutH,MGYA00721774,ERZ650808
Rikenellaceae,hutH,MGYA00721774,ERZ650808
Betaproteobacteria,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Rikenellaceae,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH1,MGYA00721774,ERZ650808
Bacteria,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Bacteroidaceae,hutH,MGYA00721774,ERZ650808
Porphyromonadaceae,hutH,MGYA00721774,ERZ650808
Porphyromonadaceae,hutH,MGYA00721774,ERZ650808
Porphyromonadaceae,hutH,MGYA00721774,ERZ650808
Gammaproteobacteria,hutH1,MGYA00721778,ERZ650783
Clostridia,hutH,MGYA00721778,ERZ650783
Negativicutes,hutH,MGYA00721778,ERZ650783
Gammaproteobacteria,hutH,MGYA00721778,ERZ650783
Firmicutes,hutH,MGYA00721778,ERZ650783
Firmicutes,hutH,MGYA00721778,ERZ650783
Oscillospiraceae,hutH,MGYA00721778,ERZ650783
Oscillospiraceae,hutH,MGYA00721778,ERZ650783
Clostridia,hutH,MGYA00721778,ERZ650783
Clostridia,hutH,MGYA00721778,ERZ650783
Negativicutes,hutH,MGYA00721778,ERZ650783
Bifidobacteriales,hutH,MGYA00721778,ERZ650783
Bacteroidaceae,hutH,MGYA00721778,ERZ650783
Oscillospiraceae,hutH,MGYA00721778,ERZ650783
Enterobacter,hutH,MGYA00721778,ERZ650783
Bacteroidaceae,hutH,MGYA00721778,ERZ650783
Bacteroidaceae,hutH1,MGYA00721778,ERZ650783
Bacteroidaceae,hutH,MGYA00721778,ERZ650783
Bacteroidaceae,hutH,MGYA00721778,ERZ650783
Bacteroidaceae,hutH,MGYA00721778,ERZ650783
Bacteroidaceae,hutH,MGYA00721778,ERZ650783
Bacteroidaceae,hutH,MGYA00721778,ERZ650783
Porphyromonadaceae,hutH,MGYA00721778,ERZ650783
Sutterellaceae,hutH,MGYA00721778,ERZ650783
Bacteroidaceae,hutH,MGYA00721778,ERZ650783
Porphyromonadaceae,hutH,MGYA00721778,ERZ650783
Rikenellaceae,hutH,MGYA00721778,ERZ650783
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Porphyromonadaceae,hutH,MGYA00721779,ERZ650781
Porphyromonadaceae,hutH,MGYA00721779,ERZ650781
Clostridiaceae,hutH,MGYA00721779,ERZ650781
Rikenellaceae,hutH,MGYA00721779,ERZ650781
Clostridiales incertae sedis,hutH,MGYA00721779,ERZ650781
Porphyromonadaceae,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Oscillospiraceae,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Porphyromonadaceae,hutH,MGYA00721779,ERZ650781
Bacteroidia,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Rikenellaceae,hutH,MGYA00721779,ERZ650781
Clostridiales incertae sedis,hutH,MGYA00721779,ERZ650781
Rikenellaceae,hutH,MGYA00721779,ERZ650781
Eubacteriaceae,hutH,MGYA00721779,ERZ650781
Oscillospiraceae,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
unclassified Burkholderiales,hutH,MGYA00721779,ERZ650781
unclassified Burkholderiales,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Porphyromonadaceae,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Firmicutes,hutH,MGYA00721779,ERZ650781
Bacteria,hutH,MGYA00721779,ERZ650781
Betaproteobacteria,hutH,MGYA00721779,ERZ650781
Oscillospiraceae,hutH,MGYA00721779,ERZ650781
Oscillospiraceae,hutH,MGYA00721779,ERZ650781
Clostridiales incertae sedis,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Bifidobacteriales,hutH,MGYA00721779,ERZ650781
Oscillospiraceae,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Oscillospiraceae,hutH,MGYA00721779,ERZ650781
Clostridiaceae,hutH,MGYA00721779,ERZ650781
Peptostreptococcaceae,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721779,ERZ650781
Bacteroidaceae,hutH,MGYA00721781,ERZ650780
Blautia,hutH,MGYA00721781,ERZ650780
Porphyromonadaceae,hutH,MGYA00721781,ERZ650780
Porphyromonadaceae,hutH,MGYA00721781,ERZ650780
Bacteroidaceae,hutH,MGYA00721781,ERZ650780
Bacteroidaceae,hutH,MGYA00721781,ERZ650780
Ruminococcaceae,hutH,MGYA00721781,ERZ650780
Bacteria,hutH,MGYA00721781,ERZ650780
Porphyromonadaceae,hutH,MGYA00721781,ERZ650780
Bacteroidia,hutH,MGYA00721781,ERZ650780
Bacteroidaceae,hutH,MGYA00721781,ERZ650780
Firmicutes,hutH,MGYA00721781,ERZ650780
Rikenellaceae,hutH,MGYA00721781,ERZ650780
Bacillus,hutH,MGYA00721781,ERZ650780
Bacteria,hutH,MGYA00721781,ERZ650780
Bacteroidaceae,hutH,MGYA00721781,ERZ650780
Porphyromonadaceae,hutH,MGYA00721781,ERZ650780
Bacteroidaceae,hutH,MGYA00721781,ERZ650780
Rikenellaceae,hutH,MGYA00721781,ERZ650780
Bacteroidaceae,hutH,MGYA00721781,ERZ650780
Oscillospiraceae,hutH,MGYA00721781,ERZ650780
Bacteroidaceae,hutH,MGYA00721781,ERZ650780
Sutterellaceae,hutH,MGYA00721781,ERZ650780
unclassified Burkholderiales,hutH,MGYA00721781,ERZ650780
Sutterellaceae,hutH,MGYA00721781,ERZ650780
Bacteroidaceae,hutH,MGYA00721781,ERZ650780
unclassified Burkholderiales,hutH,MGYA00721781,ERZ650780
Bacteroidaceae,hutH,MGYA00721781,ERZ650780
Bacteroidaceae,hutH,MGYA00721781,ERZ650780
Firmicutes,hutH,MGYA00721781,ERZ650780
Firmicutes,hutH,MGYA00721781,ERZ650780
Synergistetes,hutH,MGYA00721781,ERZ650780
Oscillospiraceae,hutH,MGYA00721781,ERZ650780
Bacteroidaceae,hutH,MGYA00721781,ERZ650780
Betaproteobacteria,hutH,MGYA00721781,ERZ650780
Rikenellaceae,hutH,MGYA00721781,ERZ650780
Eubacteriaceae,hutH,MGYA00721781,ERZ650780
Bacteroidia,hutH,MGYA00721783,ERZ650778
Blautia,hutH,MGYA00721783,ERZ650778
Bacilli,hutH,MGYA00721783,ERZ650778
Bacteroidia,hutH,MGYA00721783,ERZ650778
Porphyromonadaceae,hutH,MGYA00721783,ERZ650778
Bacteroidaceae,hutH,MGYA00721783,ERZ650778
